1491.0216, 915.86743, 952.0919, 0.3052001, 0.17759863, -0.40392265
1493.5131, 76.33307, 1093.0897, -0.52669185, -0.91557306, 0.59509104
1572.2661, 396.91522, 1379.683, -0.1479746, 0.6479896, -0.3867202
1502.5989, 279.5125, 1247.5004, -0.25372177, 0.14111188, 0.22309688
1483.5381, 654.1458, 1123.5448, -0.044965416, 0.09726524, -0.5862256
1568.7904, 760.348, 1135.3177, -0.074675, -0.41550016, -0.14185525
1783.2522, 126.82632, 1676.7417, -0.531382, -0.27932203, -1.3941864
1591.8835, 755.25616, 1176.9055, -0.1677745, -0.3754777, 0.0017236732
1603.2448, 417.7038, 1513.8173, 0.05281277, 0.13241991, -0.4434707
1678.7501, 604.60175, 1401.1863, 0.20426635, 0.4984208, 0.18398845
1524.5741, 879.36194, 1240.2507, -0.18873948, -0.03203587, -0.20399232
1509.4135, 855.771, 1186.5128, -0.015826248, 0.11071408, -0.024097065
1527.7959, 634.74945, 1213.4791, -0.14915971, 0.46644866, -0.46015382
1558.8838, 890.2184, 1485.0938, -0.3493612, 0.35141864, -0.5960951
1455.8077, 149.87413, 1205.3705, -0.47614434, -0.32731813, 0.57261276
1552.713, 628.33325, 1502.9534, -0.051944476, 0.45815587, -0.74748456
1529.1471, 581.1339, 1239.1714, -0.2649687, 0.567768, -0.33821765
1684.1866, 82.22546, 2143.5295, 0.7733188, -0.6736241, -0.5502981
1570.3419, 852.2558, 1324.4677, -0.049578387, 0.20580453, -0.5329712
1490.9108, 169.10727, 1208.8087, -0.55021477, -0.14705688, 0.38742352
1600.7124, 381.2627, 931.08374, 0.22176087, -1.1421231, 0.019576013
1617.9435, 393.2375, 1387.1458, -0.0724677, 0.4892602, -0.32874173
1605.0248, 341.64713, 1404.7344, -0.09367208, 0.62549937, -0.23729336
1593.0093, 650.12897, 941.8245, 0.43283197, -0.4816369, 0.48510963
1672.68, 679.10077, 1476.8463, 0.057480488, 0.41527012, 0.123972975
1481.5858, 632.0547, 1077.7952, 0.06473195, -0.18843871, -0.60185486
1592.8999, 612.1662, 1484.948, 0.047776334, 0.039178573, -0.79770803
1553.5881, 308.31482, 1283.0347, -0.16453102, 0.40564403, -0.7585143
1516.6655, 847.42816, 1198.81, -0.08625608, 0.15104109, -0.1391471
1574.5704, 465.0137, 1314.3569, -0.12185622, 0.6115584, -0.33990306
1512.8158, 582.46606, 1088.8387, -0.029947147, -0.20112562, -0.45609713
1487.2432, 925.9351, 1272.4084, -0.010002505, 0.1632748, 0.12106724
1554.6279, 67.13243, 1362.5981, 0.26519224, 0.9633654, -0.03899783
1590.2283, -70.210396, 1455.2092, -0.121964715, 0.39838916, -0.5837136
1701.1106, -50.389038, 1779.7036, 0.50380486, -0.7717327, -0.7870711
1500.5215, 198.86517, 1083.3984, -0.2967829, -0.86610657, 0.20191002
1456.4993, 149.94785, 1200.7529, -0.4227773, -0.37357932, 0.5722704
1127.0062, 1265.9647, 1807.2854, -0.38405356, -0.31562907, 0.35594934
1601.1027, 461.82303, 1392.4045, 0.08581731, 0.5353754, -0.48874816
1609.1716, 760.7283, 1559.339, -0.38468623, 0.2701555, 0.08154382
1640.4915, 178.82066, 1349.2944, -0.07917097, 0.7114231, -0.17464703
1551.6249, 289.28394, 1138.3318, -0.35641873, -0.5139415, 0.27614474
1568.5671, 568.45154, 1018.6996, 0.41536942, -0.5917184, 0.0030327216
1492.2455, 380.6544, 1593.0165, 0.9065546, -0.39092523, -1.0285847
1688.7682, 707.26184, 1479.8336, -0.094781965, 0.4111844, 0.5286824
1576.9244, 125.649574, 1030.9387, -0.35208645, -0.8794432, 0.3908658
1777.7507, -99.98411, 1700.5956, 0.1224256, -0.59666646, -1.0954162
1517.0143, 113.50808, 1078.2675, -0.44025236, -0.7722935, 0.40373892
1567.1451, 897.4454, 1127.2086, 0.10451786, 0.12887625, -0.3915758
1688.2788, 787.8959, 1450.9335, -0.021779362, 0.4107617, 0.31905332
1547.8265, 708.12665, 1155.7166, -0.081586346, 0.35945135, -0.69645035
1588.8706, 584.523, 1277.8065, -0.07410043, 0.5506796, -0.27917674
1170.3673, 868.1017, 1844.0504, -0.09453403, -1.5894581, -0.2704832
1449.2877, 976.9962, 1575.4543, -0.418927, -0.05690936, 0.21413194
1651.196, 555.313, 1383.4778, 0.31251115, 0.32304412, -0.1601551
1502.0593, 89.27598, 1109.0974, -0.4110485, -0.72519356, 0.50146514
1536.4476, 580.0102, 1259.1302, -0.09860755, 0.6054968, -0.45682546
